in00 (subrange from 0 to 2e-06) X,in00 (subrange from 0 to 2e-06) Y,in01 (subrange from 0 to 2e-06) X,in01 (subrange from 0 to 2e-06) Y,in10 (subrange from 0 to 2e-06) X,in10 (subrange from 0 to 2e-06) Y,in11 (subrange from 0 to 2e-06) X,in11 (subrange from 0 to 2e-06) Y,s1 (subrange from 0 to 2e-06) X,s1 (subrange from 0 to 2e-06) Y,s0 (subrange from 0 to 2e-06) X,s0 (subrange from 0 to 2e-06) Y,out (subrange from 0 to 2e-06) X,out (subrange from 0 to 2e-06) Y
2.509380690629061e-07,0,2.509380690629061e-07,0.33,2.509380690629061e-07,1,2.509380690629061e-07,0.66,2.509380690629061e-07,1,2.509380690629061e-07,1,2.509380690629061e-07,0.9953122574854
2.510019637272285e-07,0,2.510019637272285e-07,0.33,2.510019637272285e-07,1,2.510019637272285e-07,0.66,2.510019637272285e-07,1,2.510019637272285e-07,1,2.510019637272285e-07,0.991544349506206
2.510475424354408e-07,0,2.510475424354408e-07,0.33,2.510475424354408e-07,1,2.510475424354408e-07,0.66,2.510475424354408e-07,1,2.510475424354408e-07,1,2.510475424354408e-07,0.9887157633886825
2.510923577799311e-07,0,2.510923577799311e-07,0.33,2.510923577799311e-07,1,2.510923577799311e-07,0.66,2.510923577799311e-07,1,2.510923577799311e-07,1,2.510923577799311e-07,0.9858544821246618
2.511591921594797e-07,0,2.511591921594797e-07,0.33,2.511591921594797e-07,1,2.511591921594797e-07,0.66,2.511591921594797e-07,1,2.511591921594797e-07,1,2.511591921594797e-07,0.9814780873784439
2.512685182580835e-07,0,2.512685182580835e-07,0.33,2.512685182580835e-07,1,2.512685182580835e-07,0.66,2.512685182580835e-07,1,2.512685182580835e-07,1,2.512685182580835e-07,0.9741547504595379
2.513869097549187e-07,0,2.513869097549187e-07,0.33,2.513869097549187e-07,1,2.513869097549187e-07,0.66,2.513869097549187e-07,1,2.513869097549187e-07,1,2.513869097549187e-07,0.9661544217263047
2.515061243770364e-07,0,2.515061243770364e-07,0.33,2.515061243770364e-07,1,2.515061243770364e-07,0.66,2.515061243770364e-07,1,2.515061243770364e-07,1,2.515061243770364e-07,0.9581562508830318
2.516282798969577e-07,0,2.516282798969577e-07,0.33,2.516282798969577e-07,1,2.516282798969577e-07,0.66,2.516282798969577e-07,1,2.516282798969577e-07,1,2.516282798969577e-07,0.950103062129053
2.517669950445069e-07,0,2.517669950445069e-07,0.33,2.517669950445069e-07,1,2.517669950445069e-07,0.66,2.517669950445069e-07,1,2.517669950445069e-07,1,2.517669950445069e-07,0.9411908208474654
2.519341688642371e-07,0,2.519341688642371e-07,0.33,2.519341688642371e-07,1,2.519341688642371e-07,0.66,2.519341688642371e-07,1,2.519341688642371e-07,1,2.519341688642371e-07,0.9308254639532412
2.521469420973639e-07,0,2.521469420973639e-07,0.33,2.521469420973639e-07,1,2.521469420973639e-07,0.66,2.521469420973639e-07,1,2.521469420973639e-07,1,2.521469420973639e-07,0.9182562527634502
2.52426324863744e-07,0,2.52426324863744e-07,0.33,2.52426324863744e-07,1,2.52426324863744e-07,0.66,2.52426324863744e-07,1,2.52426324863744e-07,1,2.52426324863744e-07,0.9028040994045656
2.528236002330076e-07,0,2.528236002330076e-07,0.33,2.528236002330076e-07,1,2.528236002330076e-07,0.66,2.528236002330076e-07,1,2.528236002330076e-07,1,2.528236002330076e-07,0.8827565222010768
2.533810768889027e-07,0,2.533810768889027e-07,0.33,2.533810768889027e-07,1,2.533810768889027e-07,0.66,2.533810768889027e-07,1,2.533810768889027e-07,1,2.533810768889027e-07,0.8579913021359052
2.541313487301338e-07,0,2.541313487301338e-07,0.33,2.541313487301338e-07,1,2.541313487301338e-07,0.66,2.541313487301338e-07,1,2.541313487301338e-07,1,2.541313487301338e-07,0.8298112504207569
2.551575536551926e-07,0,2.551575536551926e-07,0.33,2.551575536551926e-07,1,2.551575536551926e-07,0.66,2.551575536551926e-07,1,2.551575536551926e-07,1,2.551575536551926e-07,0.7986823454531282
2.566003582885134e-07,0,2.566003582885134e-07,0.33,2.566003582885134e-07,1,2.566003582885134e-07,0.66,2.566003582885134e-07,1,2.566003582885134e-07,1,2.566003582885134e-07,0.7653470717446805
2.587059932046159e-07,0,2.587059932046159e-07,0.33,2.587059932046159e-07,1,2.587059932046159e-07,0.66,2.587059932046159e-07,1,2.587059932046159e-07,1,2.587059932046159e-07,0.7312332508301174
2.611929682812655e-07,0,2.611929682812655e-07,0.33,2.611929682812655e-07,1,2.611929682812655e-07,0.66,2.611929682812655e-07,1,2.611929682812655e-07,1,2.611929682812655e-07,0.7051997082684001
2.642513684011817e-07,0,2.642513684011817e-07,0.33,2.642513684011817e-07,1,2.642513684011817e-07,0.66,2.642513684011817e-07,1,2.642513684011817e-07,1,2.642513684011817e-07,0.685856106506239
2.674143635628334e-07,0,2.674143635628334e-07,0.33,2.674143635628334e-07,1,2.674143635628334e-07,0.66,2.674143635628334e-07,1,2.674143635628334e-07,1,2.674143635628334e-07,0.6745521669849311
2.703135876363006e-07,0,2.703135876363006e-07,0.33,2.703135876363006e-07,1,2.703135876363006e-07,0.66,2.703135876363006e-07,1,2.703135876363006e-07,1,2.703135876363006e-07,0.6686294205772845
2.711490141837054e-07,0,2.711490141837054e-07,0.33,2.711490141837054e-07,1,2.711490141837054e-07,0.66,2.711490141837054e-07,1,2.711490141837054e-07,1,2.711490141837054e-07,0.6674471604558497
2.728198672785152e-07,0,2.728198672785152e-07,0.33,2.728198672785152e-07,1,2.728198672785152e-07,0.66,2.728198672785152e-07,1,2.728198672785152e-07,1,2.728198672785152e-07,0.6655385415821519
2.761615734681346e-07,0,2.761615734681346e-07,0.33,2.761615734681346e-07,1,2.761615734681346e-07,0.66,2.761615734681346e-07,1,2.761615734681346e-07,1,2.761615734681346e-07,0.6630227573251093
2.828449858473735e-07,0,2.828449858473735e-07,0.33,2.828449858473735e-07,1,2.828449858473735e-07,0.66,2.828449858473735e-07,1,2.828449858473735e-07,1,2.828449858473735e-07,0.6607866395053416
2.93086560508972e-07,0,2.93086560508972e-07,0.33,2.93086560508972e-07,1,2.93086560508972e-07,0.66,2.93086560508972e-07,1,2.93086560508972e-07,1,2.93086560508972e-07,0.6600446254038652
3.067530483007361e-07,0,3.067530483007361e-07,0.33,3.067530483007361e-07,1,3.067530483007361e-07,0.66,3.067530483007361e-07,1,3.067530483007361e-07,1,3.067530483007361e-07,0.6599978614970516
3.267713293713108e-07,0,3.267713293713108e-07,0.33,3.267713293713108e-07,1,3.267713293713108e-07,0.66,3.267713293713108e-07,1,3.267713293713108e-07,1,3.267713293713108e-07,0.6599994631038402
3.626404680621313e-07,0,3.626404680621313e-07,0.33,3.626404680621313e-07,1,3.626404680621313e-07,0.66,3.626404680621313e-07,1,3.626404680621313e-07,1,3.626404680621313e-07,0.6599994215311232
4.026404680621313e-07,0,4.026404680621313e-07,0.33,4.026404680621313e-07,1,4.026404680621313e-07,0.66,4.026404680621313e-07,1,4.026404680621313e-07,1,4.026404680621313e-07,0.6599993040916375
4.426404680621312e-07,0,4.426404680621312e-07,0.33,4.426404680621312e-07,1,4.426404680621312e-07,0.66,4.426404680621312e-07,1,4.426404680621312e-07,1,4.426404680621312e-07,0.6599994240373076
4.712702340310656e-07,0,4.712702340310656e-07,0.33,4.712702340310656e-07,1,4.712702340310656e-07,0.66,4.712702340310656e-07,1,4.712702340310656e-07,1,4.712702340310656e-07,0.6599993019197241
4.999e-07,0,4.999e-07,0.33,4.999e-07,1,4.999e-07,0.66,4.999e-07,1,4.999e-07,1,4.999e-07,0.6599994254521366
4.9990625e-07,0,4.9990625e-07,0.33,4.9990625e-07,1,4.9990625e-07,0.66,4.9990625e-07,0.937499999999863,4.9990625e-07,1,4.9990625e-07,0.6599992935903052
4.999171377880409e-07,0,4.999171377880409e-07,0.33,4.999171377880409e-07,1,4.999171377880409e-07,0.66,4.999171377880409e-07,0.8286221195907255,4.999171377880409e-07,1,4.999171377880409e-07,0.6600154633997319
4.999248406195171e-07,0,4.999248406195171e-07,0.33,4.999248406195171e-07,1,4.999248406195171e-07,0.66,4.999248406195171e-07,0.7515938048285142,4.999248406195171e-07,1,4.999248406195171e-07,0.6600486955868765
4.999332569060142e-07,0,4.999332569060142e-07,0.33,4.999332569060142e-07,1,4.999332569060142e-07,0.66,4.999332569060142e-07,0.6674309398577967,4.999332569060142e-07,1,4.999332569060142e-07,0.660109670326145
4.999417163937055e-07,0,4.999417163937055e-07,0.33,4.999417163937055e-07,1,4.999417163937055e-07,0.66,4.999417163937055e-07,0.5828360629451005,4.999417163937055e-07,1,4.999417163937055e-07,0.6601997984892005
4.999512794923678e-07,0,4.999512794923678e-07,0.33,4.999512794923678e-07,1,4.999512794923678e-07,0.66,4.999512794923678e-07,0.4872050763215098,4.999512794923678e-07,1,4.999512794923678e-07,0.6603416315620629
4.999584987288552e-07,0,4.999584987288552e-07,0.33,4.999584987288552e-07,1,4.999584987288552e-07,0.66,4.999584987288552e-07,0.4150127114475254,4.999584987288552e-07,1,4.999584987288552e-07,0.6604779187919112
4.999664692910517e-07,0,4.999664692910517e-07,0.33,4.999664692910517e-07,1,4.999664692910517e-07,0.66,4.999664692910517e-07,0.3353070894822701,4.999664692910517e-07,1,4.999664692910517e-07,0.6606469543240091
4.999741122774789e-07,0,4.999741122774789e-07,0.33,4.999741122774789e-07,1,4.999741122774789e-07,0.66,4.999741122774789e-07,0.2588772252109836,4.999741122774789e-07,1,4.999741122774789e-07,0.660804734594638
4.999815751280592e-07,0,4.999815751280592e-07,0.33,4.999815751280592e-07,1,4.999815751280592e-07,0.66,4.999815751280592e-07,0.1842487194081381,4.999815751280592e-07,1,4.999815751280592e-07,0.6609365544233596
4.999869838170804e-07,0,4.999869838170804e-07,0.33,4.999869838170804e-07,1,4.999869838170804e-07,0.66,4.999869838170804e-07,0.1301618291960955,4.999869838170804e-07,1,4.999869838170804e-07,0.6610196877459186
4.999925401613714e-07,0,4.999925401613714e-07,0.33,4.999925401613714e-07,1,4.999925401613714e-07,0.66,4.999925401613714e-07,0.07459838628525384,4.999925401613714e-07,1,4.999925401613714e-07,0.6611066096905172
4.999962700806857e-07,0,4.999962700806857e-07,0.33,4.999962700806857e-07,1,4.999962700806857e-07,0.66,4.999962700806857e-07,0.03729919314258934,4.999962700806857e-07,1,4.999962700806857e-07,0.6611739229831292
5e-07,0,5e-07,0.33,5e-07,1,5e-07,0.66,5e-07,0,5e-07,1,5e-07,0.6612526927749508
5.000022310286639e-07,0,5.000022310286639e-07,0.33,5.000022310286639e-07,1,5.000022310286639e-07,0.66,5.000022310286639e-07,0,5.000022310286639e-07,1,5.000022310286639e-07,0.6613055831917061
5.000049499182811e-07,0,5.000049499182811e-07,0.33,5.000049499182811e-07,1,5.000049499182811e-07,0.66,5.000049499182811e-07,0,5.000049499182811e-07,1,5.000049499182811e-07,0.6613717707618016
5.00007570764979e-07,0,5.00007570764979e-07,0.33,5.00007570764979e-07,1,5.00007570764979e-07,0.66,5.00007570764979e-07,0,5.00007570764979e-07,1,5.00007570764979e-07,0.6614363324016725
5.000128124583748e-07,0,5.000128124583748e-07,0.33,5.000128124583748e-07,1,5.000128124583748e-07,0.66,5.000128124583748e-07,0,5.000128124583748e-07,1,5.000128124583748e-07,0.6615660974859675
5.000198851498849e-07,0,5.000198851498849e-07,0.33,5.000198851498849e-07,1,5.000198851498849e-07,0.66,5.000198851498849e-07,0,5.000198851498849e-07,1,5.000198851498849e-07,0.6617409256166414
5.000292157720247e-07,0,5.000292157720247e-07,0.33,5.000292157720247e-07,1,5.000292157720247e-07,0.66,5.000292157720247e-07,0,5.000292157720247e-07,1,5.000292157720247e-07,0.6619705478460324
5.000410554145706e-07,0,5.000410554145706e-07,0.33,5.000410554145706e-07,1,5.000410554145706e-07,0.66,5.000410554145706e-07,0,5.000410554145706e-07,1,5.000410554145706e-07,0.6622610178258673
5.000573178741111e-07,0,5.000573178741111e-07,0.33,5.000573178741111e-07,1,5.000573178741111e-07,0.66,5.000573178741111e-07,0,5.000573178741111e-07,1,5.000573178741111e-07,0.6626602992575016
5.000792470948261e-07,0,5.000792470948261e-07,0.33,5.000792470948261e-07,1,5.000792470948261e-07,0.66,5.000792470948261e-07,0,5.000792470948261e-07,1,5.000792470948261e-07,0.6631990787923845
5.000994278613934e-07,0,5.000994278613934e-07,0.33,5.000994278613934e-07,1,5.000994278613934e-07,0.66,5.000994278613934e-07,0,5.000994278613934e-07,1,5.000994278613934e-07,0.6636839689816297
5.001197463226778e-07,0,5.001197463226778e-07,0.33,5.001197463226778e-07,1,5.001197463226778e-07,0.66,5.001197463226778e-07,0,5.001197463226778e-07,1,5.001197463226778e-07,0.6641371357625672
5.001455240148642e-07,0,5.001455240148642e-07,0.33,5.001455240148642e-07,1,5.001455240148642e-07,0.66,5.001455240148642e-07,0,5.001455240148642e-07,1,5.001455240148642e-07,0.6645694912427804
5.001670369270292e-07,0,5.001670369270292e-07,0.33,5.001670369270292e-07,1,5.001670369270292e-07,0.66,5.001670369270292e-07,0,5.001670369270292e-07,1,5.001670369270292e-07,0.6647128415407285
5.001922352803775e-07,0,5.001922352803775e-07,0.33,5.001922352803775e-07,1,5.001922352803775e-07,0.66,5.001922352803775e-07,0,5.001922352803775e-07,1,5.001922352803775e-07,0.6647299208757682
5.002190021575131e-07,0,5.002190021575131e-07,0.33,5.002190021575131e-07,1,5.002190021575131e-07,0.66,5.002190021575131e-07,0,5.002190021575131e-07,1,5.002190021575131e-07,0.6647182116244303
5.002499998677125e-07,0,5.002499998677125e-07,0.33,5.002499998677125e-07,1,5.002499998677125e-07,0.66,5.002499998677125e-07,0,5.002499998677125e-07,1,5.002499998677125e-07,0.6647087899651412
5.002879212301574e-07,0,5.002879212301574e-07,0.33,5.002879212301574e-07,1,5.002879212301574e-07,0.66,5.002879212301574e-07,0,5.002879212301574e-07,1,5.002879212301574e-07,0.6646403800453428
5.003304562265788e-07,0,5.003304562265788e-07,0.33,5.003304562265788e-07,1,5.003304562265788e-07,0.66,5.003304562265788e-07,0,5.003304562265788e-07,1,5.003304562265788e-07,0.6643336833855236
5.003863062323811e-07,0,5.003863062323811e-07,0.33,5.003863062323811e-07,1,5.003863062323811e-07,0.66,5.003863062323811e-07,0,5.003863062323811e-07,1,5.003863062323811e-07,0.6637454715016113
5.004309793920381e-07,0,5.004309793920381e-07,0.33,5.004309793920381e-07,1,5.004309793920381e-07,0.66,5.004309793920381e-07,0,5.004309793920381e-07,1,5.004309793920381e-07,0.6632360465448399
5.004829346708622e-07,0,5.004829346708622e-07,0.33,5.004829346708622e-07,1,5.004829346708622e-07,0.66,5.004829346708622e-07,0,5.004829346708622e-07,1,5.004829346708622e-07,0.6626282686443175
5.005582014967365e-07,0,5.005582014967365e-07,0.33,5.005582014967365e-07,1,5.005582014967365e-07,0.66,5.005582014967365e-07,0,5.005582014967365e-07,1,5.005582014967365e-07,0.6617272560380179
5.006730401193955e-07,0,5.006730401193955e-07,0.33,5.006730401193955e-07,1,5.006730401193955e-07,0.66,5.006730401193955e-07,0,5.006730401193955e-07,1,5.006730401193955e-07,0.6603000819026638
5.007776908848659e-07,0,5.007776908848659e-07,0.33,5.007776908848659e-07,1,5.007776908848659e-07,0.66,5.007776908848659e-07,0,5.007776908848659e-07,1,5.007776908848659e-07,0.6589011890955564
5.008860089807188e-07,0,5.008860089807188e-07,0.33,5.008860089807188e-07,1,5.008860089807188e-07,0.66,5.008860089807188e-07,0,5.008860089807188e-07,1,5.008860089807188e-07,0.657255052434165
5.010077974652638e-07,0,5.010077974652638e-07,0.33,5.010077974652638e-07,1,5.010077974652638e-07,0.66,5.010077974652638e-07,0,5.010077974652638e-07,1,5.010077974652638e-07,0.6550850838152802
5.011214424583853e-07,0,5.011214424583853e-07,0.33,5.011214424583853e-07,1,5.011214424583853e-07,0.66,5.011214424583853e-07,0,5.011214424583853e-07,1,5.011214424583853e-07,0.652724982507735
5.012820788937641e-07,0,5.012820788937641e-07,0.33,5.012820788937641e-07,1,5.012820788937641e-07,0.66,5.012820788937641e-07,0,5.012820788937641e-07,1,5.012820788937641e-07,0.6487869624009124
5.015028988111611e-07,0,5.015028988111611e-07,0.33,5.015028988111611e-07,1,5.015028988111611e-07,0.66,5.015028988111611e-07,0,5.015028988111611e-07,1,5.015028988111611e-07,0.6421894281007524
5.01801214077634e-07,0,5.01801214077634e-07,0.33,5.01801214077634e-07,1,5.01801214077634e-07,0.66,5.01801214077634e-07,0,5.01801214077634e-07,1,5.01801214077634e-07,0.6311753161863375
5.022186184134069e-07,0,5.022186184134069e-07,0.33,5.022186184134069e-07,1,5.022186184134069e-07,0.66,5.022186184134069e-07,0,5.022186184134069e-07,1,5.022186184134069e-07,0.6123024680250678
5.028350619011522e-07,0,5.028350619011522e-07,0.33,5.028350619011522e-07,1,5.028350619011522e-07,0.66,5.028350619011522e-07,0,5.028350619011522e-07,1,5.028350619011522e-07,0.5796401676245646
5.035574798315637e-07,0,5.035574798315637e-07,0.33,5.035574798315637e-07,1,5.035574798315637e-07,0.66,5.035574798315637e-07,0,5.035574798315637e-07,1,5.035574798315637e-07,0.5388764470804245
5.043928106208465e-07,0,5.043928106208465e-07,0.33,5.043928106208465e-07,1,5.043928106208465e-07,0.66,5.043928106208465e-07,0,5.043928106208465e-07,1,5.043928106208465e-07,0.4939692253331065
5.053308210469165e-07,0,5.053308210469165e-07,0.33,5.053308210469165e-07,1,5.053308210469165e-07,0.66,5.053308210469165e-07,0,5.053308210469165e-07,1,5.053308210469165e-07,0.4505754017415846
5.063773933898292e-07,0,5.063773933898292e-07,0.33,5.063773933898292e-07,1,5.063773933898292e-07,0.66,5.063773933898292e-07,0,5.063773933898292e-07,1,5.063773933898292e-07,0.412913587622166
5.075988483537246e-07,0,5.075988483537246e-07,0.33,5.075988483537246e-07,1,5.075988483537246e-07,0.66,5.075988483537246e-07,0,5.075988483537246e-07,1,5.075988483537246e-07,0.3819201914081742
5.092393028211835e-07,0,5.092393028211835e-07,0.33,5.092393028211835e-07,1,5.092393028211835e-07,0.66,5.092393028211835e-07,0,5.092393028211835e-07,1,5.092393028211835e-07,0.3564612961324707
5.114637952414634e-07,0,5.114637952414634e-07,0.33,5.114637952414634e-07,1,5.114637952414634e-07,0.66,5.114637952414634e-07,0,5.114637952414634e-07,1,5.114637952414634e-07,0.3398363685275981
5.138149326900122e-07,0,5.138149326900122e-07,0.33,5.138149326900122e-07,1,5.138149326900122e-07,0.66,5.138149326900122e-07,0,5.138149326900122e-07,1,5.138149326900122e-07,0.3332963961402159
5.165506567927771e-07,0,5.165506567927771e-07,0.33,5.165506567927771e-07,1,5.165506567927771e-07,0.66,5.165506567927771e-07,0,5.165506567927771e-07,1,5.165506567927771e-07,0.3308603924844443
5.199394889682585e-07,0,5.199394889682585e-07,0.33,5.199394889682585e-07,1,5.199394889682585e-07,0.66,5.199394889682585e-07,0,5.199394889682585e-07,1,5.199394889682585e-07,0.3301339524901289
5.247715008190731e-07,0,5.247715008190731e-07,0.33,5.247715008190731e-07,1,5.247715008190731e-07,0.66,5.247715008190731e-07,0,5.247715008190731e-07,1,5.247715008190731e-07,0.3299975657706767
5.323453053118818e-07,0,5.323453053118818e-07,0.33,5.323453053118818e-07,1,5.323453053118818e-07,0.66,5.323453053118818e-07,0,5.323453053118818e-07,1,5.323453053118818e-07,0.3299999886195717
5.460450170342568e-07,0,5.460450170342568e-07,0.33,5.460450170342568e-07,1,5.460450170342568e-07,0.66,5.460450170342568e-07,0,5.460450170342568e-07,1,5.460450170342568e-07,0.3299998435317285
5.646801094545825e-07,0,5.646801094545825e-07,0.33,5.646801094545825e-07,1,5.646801094545825e-07,0.66,5.646801094545825e-07,0,5.646801094545825e-07,1,5.646801094545825e-07,0.3299995339302336
5.902812824204847e-07,0,5.902812824204847e-07,0.33,5.902812824204847e-07,1,5.902812824204847e-07,0.66,5.902812824204847e-07,0,5.902812824204847e-07,1,5.902812824204847e-07,0.3300000277565728
6.215858693966046e-07,0,6.215858693966046e-07,0.33,6.215858693966046e-07,1,6.215858693966046e-07,0.66,6.215858693966046e-07,0,6.215858693966046e-07,1,6.215858693966046e-07,0.329999444568774
6.615858693966047e-07,0,6.615858693966047e-07,0.33,6.615858693966047e-07,1,6.615858693966047e-07,0.66,6.615858693966047e-07,0,6.615858693966047e-07,1,6.615858693966047e-07,0.3300000776041118
7.015858693966047e-07,0,7.015858693966047e-07,0.33,7.015858693966047e-07,1,7.015858693966047e-07,0.66,7.015858693966047e-07,0,7.015858693966047e-07,1,7.015858693966047e-07,0.3299994129965642
7.257429346983024e-07,0,7.257429346983024e-07,0.33,7.257429346983024e-07,1,7.257429346983024e-07,0.66,7.257429346983024e-07,0,7.257429346983024e-07,1,7.257429346983024e-07,0.3300001068219434
7.499e-07,0,7.499e-07,0.33,7.499e-07,1,7.499e-07,0.66,7.499e-07,0,7.499e-07,1,7.499e-07,0.329999388031166
7.4990625e-07,0,7.4990625e-07,0.33,7.4990625e-07,1,7.4990625e-07,0.66,7.4990625e-07,0,7.4990625e-07,0.9374999999988042,7.4990625e-07,0.3299995963882171
7.499173269110811e-07,0,7.499173269110811e-07,0.33,7.499173269110811e-07,1,7.499173269110811e-07,0.66,7.499173269110811e-07,0,7.499173269110811e-07,0.8267308891880456,7.499173269110811e-07,0.3300061998072895
7.499394807332433e-07,0,7.499394807332433e-07,0.33,7.499394807332433e-07,1,7.499394807332433e-07,0.66,7.499394807332433e-07,0,7.499394807332433e-07,0.6051926675665285,7.499394807332433e-07,0.3300619397920748
7.499438246305173e-07,0,7.499438246305173e-07,0.33,7.499438246305173e-07,1,7.499438246305173e-07,0.66,7.499438246305173e-07,0,7.499438246305173e-07,0.5617536948260338,7.499438246305173e-07,0.3300806773675336
7.499525124250654e-07,0,7.499525124250654e-07,0.33,7.499525124250654e-07,1,7.499525124250654e-07,0.66,7.499525124250654e-07,0,7.499525124250654e-07,0.4748757493450445,7.499525124250654e-07,0.3301312195945335
7.499564731072524e-07,0,7.499564731072524e-07,0.33,7.499564731072524e-07,1,7.499564731072524e-07,0.66,7.499564731072524e-07,0,7.499564731072524e-07,0.4352689274754419,7.499564731072524e-07,0.3301603035459567
7.499594461667201e-07,0,7.499594461667201e-07,0.33,7.499594461667201e-07,1,7.499594461667201e-07,0.66,7.499594461667201e-07,0,7.499594461667201e-07,0.4055383327981131,7.499594461667201e-07,0.3301841914593984
7.499625908108743e-07,0,7.499625908108743e-07,0.33,7.499625908108743e-07,1,7.499625908108743e-07,0.66,7.499625908108743e-07,0,7.499625908108743e-07,0.3740918912568459,7.499625908108743e-07,0.330210199628242
7.499645213853709e-07,0,7.499645213853709e-07,0.33,7.499645213853709e-07,1,7.499645213853709e-07,0.66,7.499645213853709e-07,0,7.499645213853709e-07,0.3547861462896321,7.499645213853709e-07,0.3302254621540564
7.499665578416983e-07,0,7.499665578416983e-07,0.33,7.499665578416983e-07,1,7.499665578416983e-07,0.66,7.499665578416983e-07,0,7.499665578416983e-07,0.3344215830163554,7.499665578416983e-07,0.3302399094158011
7.499685621195671e-07,0,7.499685621195671e-07,0.33,7.499685621195671e-07,1,7.499685621195671e-07,0.66,7.499685621195671e-07,0,7.499685621195671e-07,0.3143788043283099,7.499685621195671e-07,0.3302520243680823
7.499704993344054e-07,0,7.499704993344054e-07,0.33,7.499704993344054e-07,1,7.499704993344054e-07,0.66,7.499704993344054e-07,0,7.499704993344054e-07,0.2950066559463806,7.499704993344054e-07,0.3302612417166228
7.499729815235492e-07,0,7.499729815235492e-07,0.33,7.499729815235492e-07,1,7.499729815235492e-07,0.66,7.499729815235492e-07,0,7.499729815235492e-07,0.2701847645080081,7.499729815235492e-07,0.3302687041390373
7.499753683257679e-07,0,7.499753683257679e-07,0.33,7.499753683257679e-07,1,7.499753683257679e-07,0.66,7.499753683257679e-07,0,7.499753683257679e-07,0.2463167423206434,7.499753683257679e-07,0.3302706977713051
7.499791409218275e-07,0,7.499791409218275e-07,0.33,7.499791409218275e-07,1,7.499791409218275e-07,0.66,7.499791409218275e-07,0,7.499791409218275e-07,0.2085907817251963,7.499791409218275e-07,0.3302625618405397
7.499861202408888e-07,0,7.499861202408888e-07,0.33,7.499861202408888e-07,1,7.499861202408888e-07,0.66,7.499861202408888e-07,0,7.499861202408888e-07,0.138797591110791,7.499861202408888e-07,0.3302123698814305
7.4999195314723e-07,0,7.4999195314723e-07,0.33,7.4999195314723e-07,1,7.4999195314723e-07,0.66,7.4999195314723e-07,0,7.4999195314723e-07,0.08046852769963952,7.4999195314723e-07,0.3301428861964726
7.49995976573615e-07,0,7.49995976573615e-07,0.33,7.49995976573615e-07,1,7.49995976573615e-07,0.66,7.49995976573615e-07,0,7.49995976573615e-07,0.04023426384925277,7.49995976573615e-07,0.3300859618989299
7.5e-07,0,7.5e-07,0.33,7.5e-07,1,7.5e-07,0.66,7.5e-07,0,7.5e-07,0,7.5e-07,0.3300250400573265
7.500021803294037e-07,0,7.500021803294037e-07,0.33,7.500021803294037e-07,1,7.500021803294037e-07,0.66,7.500021803294037e-07,0,7.500021803294037e-07,0,7.500021803294037e-07,0.3299910048262782
7.500049855635335e-07,0,7.500049855635335e-07,0.33,7.500049855635335e-07,1,7.500049855635335e-07,0.66,7.500049855635335e-07,0,7.500049855635335e-07,0,7.500049855635335e-07,0.3299460627083992
7.500076746796704e-07,0,7.500076746796704e-07,0.33,7.500076746796704e-07,1,7.500076746796704e-07,0.66,7.500076746796704e-07,0,7.500076746796704e-07,0,7.500076746796704e-07,0.329901443845121
7.500130529119442e-07,0,7.500130529119442e-07,0.33,7.500130529119442e-07,1,7.500130529119442e-07,0.66,7.500130529119442e-07,0,7.500130529119442e-07,0,7.500130529119442e-07,0.3298090260755525
7.500207399936265e-07,0,7.500207399936265e-07,0.33,7.500207399936265e-07,1,7.500207399936265e-07,0.66,7.500207399936265e-07,0,7.500207399936265e-07,0,7.500207399936265e-07,0.3296718129073333
7.50030291258547e-07,0,7.50030291258547e-07,0.33,7.50030291258547e-07,1,7.50030291258547e-07,0.66,7.50030291258547e-07,0,7.50030291258547e-07,0,7.50030291258547e-07,0.3294958035366951
7.500418179418893e-07,0,7.500418179418893e-07,0.33,7.500418179418893e-07,1,7.500418179418893e-07,0.66,7.500418179418893e-07,0,7.500418179418893e-07,0,7.500418179418893e-07,0.329277281283853
7.500570669442626e-07,0,7.500570669442626e-07,0.33,7.500570669442626e-07,1,7.500570669442626e-07,0.66,7.500570669442626e-07,0,7.500570669442626e-07,0,7.500570669442626e-07,0.3289788761234935
7.500795817132686e-07,0,7.500795817132686e-07,0.33,7.500795817132686e-07,1,7.500795817132686e-07,0.66,7.500795817132686e-07,0,7.500795817132686e-07,0,7.500795817132686e-07,0.3285186152721024
7.501180663405747e-07,0,7.501180663405747e-07,0.33,7.501180663405747e-07,1,7.501180663405747e-07,0.66,7.501180663405747e-07,0,7.501180663405747e-07,0,7.501180663405747e-07,0.3276795369224417
7.50137159932559e-07,0,7.50137159932559e-07,0.33,7.50137159932559e-07,1,7.50137159932559e-07,0.66,7.50137159932559e-07,0,7.50137159932559e-07,0,7.50137159932559e-07,0.3272519663755535
7.501512143774649e-07,0,7.501512143774649e-07,0.33,7.501512143774649e-07,1,7.501512143774649e-07,0.66,7.501512143774649e-07,0,7.501512143774649e-07,0,7.501512143774649e-07,0.3269774011381916
7.501683569342136e-07,0,7.501683569342136e-07,0.33,7.501683569342136e-07,1,7.501683569342136e-07,0.66,7.501683569342136e-07,0,7.501683569342136e-07,0,7.501683569342136e-07,0.3267756712710535
7.501826612568167e-07,0,7.501826612568167e-07,0.33,7.501826612568167e-07,1,7.501826612568167e-07,0.66,7.501826612568167e-07,0,7.501826612568167e-07,0,7.501826612568167e-07,0.3266327555619504
