time (s),in (V),out (V),phi1 (V),phi2 (V),I1.nphi22 (V),I1.nphi21 (V),I1.nphi20 (V),I1.phi22 (V),I1.phi21 (V),I1.phi20 (V),I1.nphi1 (V),I1.a2 (V),I1.a1 (V),I1.a0 (V),I1.a (V),I1.bb (V)
1.444E-6,100.0E-3,799.3E-3,0.000,556.4E-3,408.8E-3,408.8E-3,408.8E-3,1.375,1.375,1.375,1.250,39.24E-6,40.87E-6,43.76E-6,29.26E-6,-69.30E-6
1.444E-6,100.0E-3,799.3E-3,0.000,555.5E-3,437.4E-3,437.4E-3,437.4E-3,1.413,1.413,1.413,1.250,56.28E-6,58.57E-6,62.72E-6,45.14E-6,-52.96E-6
1.445E-6,100.0E-3,799.3E-3,0.000,554.7E-3,461.1E-3,461.1E-3,461.1E-3,1.456,1.456,1.456,1.250,75.06E-6,78.10E-6,83.64E-6,62.63E-6,-34.96E-6
1.445E-6,100.0E-3,799.3E-3,0.000,553.5E-3,494.6E-3,494.6E-3,494.6E-3,1.530,1.530,1.530,1.250,103.0E-6,107.2E-6,114.8E-6,88.34E-6,-8.255E-6
1.445E-6,100.0E-3,799.3E-3,0.000,552.7E-3,518.7E-3,518.7E-3,518.7E-3,1.585,1.585,1.585,1.250,119.5E-6,124.4E-6,133.4E-6,103.2E-6,7.524E-6
1.445E-6,100.0E-3,799.3E-3,0.000,552.0E-3,538.7E-3,538.7E-3,538.7E-3,1.628,1.628,1.628,1.250,129.2E-6,134.6E-6,144.3E-6,111.5E-6,16.65E-6
1.445E-6,100.0E-3,799.3E-3,0.000,551.3E-3,560.4E-3,560.4E-3,560.4E-3,1.671,1.671,1.671,1.250,134.2E-6,139.9E-6,150.0E-6,115.2E-6,21.26E-6
1.445E-6,100.0E-3,799.3E-3,0.000,550.5E-3,582.7E-3,582.7E-3,582.7E-3,1.704,1.704,1.704,1.250,130.7E-6,136.4E-6,146.4E-6,110.8E-6,17.74E-6
1.445E-6,100.0E-3,799.3E-3,0.000,549.8E-3,601.1E-3,601.1E-3,601.1E-3,1.720,1.720,1.720,1.250,120.5E-6,125.9E-6,135.2E-6,99.99E-6,7.710E-6
1.445E-6,100.0E-3,799.3E-3,0.000,549.1E-3,622.4E-3,622.4E-3,622.4E-3,1.729,1.729,1.729,1.250,104.3E-6,109.3E-6,117.4E-6,83.55E-6,-7.977E-6
1.445E-6,100.0E-3,799.3E-3,0.000,548.3E-3,643.8E-3,643.8E-3,643.8E-3,1.734,1.734,1.734,1.250,88.42E-6,92.80E-6,99.73E-6,67.47E-6,-23.42E-6
1.445E-6,100.0E-3,799.3E-3,0.000,547.6E-3,662.1E-3,662.1E-3,662.1E-3,1.736,1.736,1.736,1.250,76.80E-6,80.77E-6,86.79E-6,55.77E-6,-34.68E-6
1.445E-6,100.0E-3,799.3E-3,0.000,546.9E-3,684.2E-3,684.2E-3,684.2E-3,1.739,1.739,1.739,1.250,65.56E-6,69.11E-6,74.22E-6,44.46E-6,-45.56E-6
1.445E-6,100.0E-3,799.3E-3,0.000,545.8E-3,717.2E-3,717.2E-3,717.2E-3,1.742,1.742,1.742,1.250,52.70E-6,55.76E-6,59.79E-6,31.54E-6,-57.98E-6
1.446E-6,100.0E-3,799.2E-3,0.000,543.6E-3,786.1E-3,786.1E-3,786.1E-3,1.748,1.748,1.748,1.250,34.74E-6,37.07E-6,39.50E-6,13.56E-6,-75.31E-6
1.446E-6,100.0E-3,799.2E-3,0.000,541.2E-3,864.3E-3,864.3E-3,864.3E-3,1.752,1.752,1.752,1.250,22.44E-6,24.23E-6,25.50E-6,1.358E-6,-87.15E-6
1.446E-6,100.0E-3,799.2E-3,0.000,539.4E-3,924.7E-3,924.7E-3,924.7E-3,1.752,1.752,1.752,1.250,15.42E-6,16.89E-6,17.49E-6,-5.483E-6,-93.90E-6
1.446E-6,100.0E-3,799.2E-3,0.000,538.9E-3,940.7E-3,940.7E-3,940.7E-3,1.751,1.751,1.751,1.250,13.53E-6,14.90E-6,15.34E-6,-7.305E-6,-95.72E-6
1.446E-6,100.0E-3,799.2E-3,0.000,537.9E-3,971.2E-3,971.2E-3,971.2E-3,1.749,1.749,1.749,1.250,9.455E-6,10.65E-6,10.73E-6,-11.19E-6,-99.63E-6
1.446E-6,100.0E-3,799.2E-3,0.000,536.5E-3,1.009,1.009,1.009,1.741,1.741,1.741,1.250,2.765E-6,3.664E-6,3.193E-6,-17.50E-6,-106.0E-6
1.446E-6,100.0E-3,799.2E-3,0.000,535.1E-3,1.038,1.038,1.038,1.727,1.727,1.727,1.250,-5.408E-6,-4.862E-6,-5.986E-6,-25.14E-6,-113.9E-6
1.447E-6,100.0E-3,799.2E-3,0.000,533.4E-3,1.066,1.066,1.066,1.700,1.700,1.700,1.250,-18.91E-6,-18.94E-6,-21.12E-6,-37.68E-6,-126.8E-6
1.447E-6,100.0E-3,799.2E-3,0.000,531.7E-3,1.084,1.084,1.084,1.655,1.655,1.655,1.250,-37.65E-6,-38.47E-6,-42.07E-6,-54.96E-6,-144.7E-6
1.447E-6,100.0E-3,799.2E-3,0.000,530.2E-3,1.096,1.096,1.096,1.601,1.601,1.601,1.250,-57.59E-6,-59.26E-6,-64.38E-6,-73.20E-6,-163.8E-6
1.447E-6,100.0E-3,799.2E-3,0.000,528.5E-3,1.105,1.105,1.105,1.527,1.527,1.527,1.250,-81.22E-6,-83.92E-6,-90.84E-6,-94.58E-6,-186.3E-6
1.447E-6,100.0E-3,799.2E-3,0.000,528.0E-3,1.107,1.107,1.107,1.500,1.500,1.500,1.250,-89.98E-6,-93.06E-6,-100.6E-6,-102.5E-6,-194.7E-6
1.447E-6,100.0E-3,799.1E-3,0.000,527.5E-3,1.109,1.109,1.109,1.461,1.461,1.461,1.250,-104.6E-6,-108.2E-6,-116.9E-6,-116.0E-6,-208.7E-6
1.447E-6,100.0E-3,799.1E-3,0.000,527.2E-3,1.111,1.111,1.111,1.432,1.432,1.432,1.250,-118.1E-6,-122.3E-6,-131.9E-6,-128.7E-6,-221.7E-6
1.447E-6,100.0E-3,799.1E-3,0.000,526.9E-3,1.112,1.112,1.112,1.389,1.389,1.389,1.250,-140.1E-6,-145.1E-6,-156.3E-6,-149.4E-6,-242.8E-6
1.447E-6,100.0E-3,799.1E-3,0.000,526.6E-3,1.113,1.113,1.113,1.341,1.341,1.341,1.250,-165.7E-6,-171.7E-6,-184.8E-6,-173.7E-6,-267.5E-6
1.447E-6,100.0E-3,799.1E-3,0.000,526.3E-3,1.114,1.114,1.114,1.295,1.295,1.295,1.250,-188.8E-6,-195.6E-6,-210.4E-6,-195.4E-6,-289.6E-6
1.447E-6,100.0E-3,799.1E-3,0.000,526.1E-3,1.115,1.115,1.115,1.252,1.252,1.252,1.250,-209.6E-6,-217.3E-6,-233.5E-6,-214.9E-6,-309.5E-6
1.447E-6,100.0E-3,799.1E-3,0.000,525.8E-3,1.117,1.117,1.117,1.196,1.196,1.196,1.250,-234.7E-6,-243.3E-6,-261.5E-6,-238.4E-6,-333.6E-6
1.447E-6,100.0E-3,799.0E-3,0.000,525.2E-3,1.119,1.119,1.119,1.082,1.082,1.082,1.250,-282.5E-6,-293.2E-6,-315.0E-6,-282.8E-6,-379.4E-6
1.448E-6,100.0E-3,799.0E-3,0.000,524.4E-3,1.122,1.122,1.122,922.7E-3,922.7E-3,922.7E-3,1.250,-342.9E-6,-356.1E-6,-382.6E-6,-338.3E-6,-437.1E-6
1.448E-6,100.0E-3,799.0E-3,0.000,523.7E-3,1.124,1.124,1.124,799.6E-3,799.6E-3,799.6E-3,1.250,-383.9E-6,-398.9E-6,-428.8E-6,-375.3E-6,-476.2E-6
1.448E-6,100.0E-3,798.9E-3,0.000,523.2E-3,1.125,1.125,1.125,717.8E-3,717.8E-3,717.8E-3,1.250,-406.4E-6,-422.5E-6,-454.3E-6,-394.9E-6,-497.5E-6
1.448E-6,100.0E-3,798.9E-3,0.000,522.7E-3,1.126,1.126,1.126,660.5E-3,660.5E-3,660.5E-3,1.250,-417.9E-6,-434.7E-6,-467.7E-6,-404.2E-6,-508.3E-6
1.448E-6,100.0E-3,798.9E-3,0.000,522.3E-3,1.127,1.127,1.127,612.7E-3,612.7E-3,612.7E-3,1.250,-423.3E-6,-440.5E-6,-474.3E-6,-407.5E-6,-513.2E-6
1.448E-6,100.0E-3,798.9E-3,0.000,521.7E-3,1.128,1.128,1.128,566.7E-3,566.7E-3,566.7E-3,1.250,-423.1E-6,-440.6E-6,-474.8E-6,-404.9E-6,-512.5E-6
1.448E-6,100.0E-3,798.9E-3,0.000,521.1E-3,1.130,1.130,1.130,533.3E-3,533.3E-3,533.3E-3,1.250,-418.5E-6,-436.2E-6,-470.5E-6,-398.2E-6,-507.8E-6
1.448E-6,100.0E-3,798.9E-3,0.000,520.6E-3,1.131,1.131,1.131,510.3E-3,510.3E-3,510.3E-3,1.250,-412.7E-6,-430.5E-6,-464.7E-6,-390.6E-6,-502.0E-6
1.448E-6,100.0E-3,798.9E-3,0.000,520.0E-3,1.132,1.132,1.132,490.2E-3,490.2E-3,490.2E-3,1.250,-405.8E-6,-423.5E-6,-457.7E-6,-381.9E-6,-495.0E-6
1.448E-6,100.0E-3,799.0E-3,0.000,519.4E-3,1.133,1.133,1.133,470.7E-3,470.7E-3,470.7E-3,1.250,-397.4E-6,-415.1E-6,-449.0E-6,-371.5E-6,-486.6E-6
1.448E-6,100.0E-3,799.0E-3,0.000,518.6E-3,1.134,1.134,1.134,451.8E-3,451.8E-3,451.8E-3,1.250,-387.7E-6,-405.3E-6,-439.0E-6,-359.5E-6,-477.0E-6
1.448E-6,100.0E-3,799.0E-3,0.000,517.7E-3,1.136,1.136,1.136,433.3E-3,433.3E-3,433.3E-3,1.250,-377.2E-6,-394.7E-6,-428.1E-6,-346.4E-6,-466.5E-6
1.448E-6,100.0E-3,799.0E-3,0.000,516.6E-3,1.138,1.138,1.138,415.0E-3,415.0E-3,415.0E-3,1.250,-366.0E-6,-383.4E-6,-416.5E-6,-332.3E-6,-455.4E-6
1.448E-6,100.0E-3,799.0E-3,0.000,515.3E-3,1.140,1.140,1.140,396.6E-3,396.6E-3,396.6E-3,1.250,-354.2E-6,-371.5E-6,-404.4E-6,-317.2E-6,-443.7E-6
1.449E-6,100.0E-3,799.0E-3,0.000,513.8E-3,1.143,1.143,1.143,377.9E-3,377.9E-3,377.9E-3,1.250,-342.1E-6,-359.3E-6,-391.9E-6,-301.3E-6,-431.6E-6
1.449E-6,100.0E-3,799.0E-3,0.000,511.9E-3,1.147,1.147,1.147,358.4E-3,358.4E-3,358.4E-3,1.250,-329.6E-6,-346.7E-6,-379.2E-6,-284.4E-6,-419.1E-6
1.449E-6,100.0E-3,799.0E-3,0.000,509.6E-3,1.150,1.150,1.150,338.1E-3,338.1E-3,338.1E-3,1.250,-316.5E-6,-333.7E-6,-366.0E-6,-266.4E-6,-406.0E-6
1.449E-6,100.0E-3,799.0E-3,0.000,506.8E-3,1.155,1.155,1.155,316.6E-3,316.6E-3,316.6E-3,1.250,-302.8E-6,-320.0E-6,-352.3E-6,-247.0E-6,-392.2E-6
1.450E-6,100.0E-3,799.1E-3,0.000,503.3E-3,1.160,1.160,1.160,293.7E-3,293.7E-3,293.7E-3,1.250,-288.0E-6,-305.3E-6,-337.9E-6,-226.2E-6,-377.4E-6
1.450E-6,100.0E-3,799.1E-3,0.000,499.0E-3,1.167,1.167,1.167,269.1E-3,269.1E-3,269.1E-3,1.250,-272.2E-6,-289.6E-6,-322.4E-6,-203.6E-6,-361.4E-6
1.451E-6,100.0E-3,799.1E-3,0.000,493.8E-3,1.174,1.174,1.174,242.8E-3,242.8E-3,242.8E-3,1.250,-255.1E-6,-272.7E-6,-305.8E-6,-179.3E-6,-344.1E-6
1.451E-6,100.0E-3,799.1E-3,0.000,487.3E-3,1.182,1.182,1.182,214.8E-3,214.8E-3,214.8E-3,1.250,-236.5E-6,-254.4E-6,-287.9E-6,-153.5E-6,-325.3E-6
1.452E-6,100.0E-3,799.1E-3,0.000,479.3E-3,1.190,1.190,1.190,185.3E-3,185.3E-3,185.3E-3,1.250,-216.6E-6,-234.6E-6,-268.6E-6,-126.5E-6,-305.1E-6
1.453E-6,100.0E-3,799.1E-3,0.000,469.6E-3,1.199,1.199,1.199,155.1E-3,155.1E-3,155.1E-3,1.250,-195.1E-6,-213.4E-6,-247.8E-6,-98.61E-6,-283.4E-6
1.454E-6,100.0E-3,799.2E-3,0.000,457.9E-3,1.209,1.209,1.209,125.2E-3,125.2E-3,125.2E-3,1.250,-172.0E-6,-190.5E-6,-225.3E-6,-70.32E-6,-260.0E-6
1.455E-6,100.0E-3,799.2E-3,0.000,447.9E-3,1.215,1.215,1.215,104.5E-3,104.5E-3,104.5E-3,1.250,-154.0E-6,-172.7E-6,-207.8E-6,-49.70E-6,-242.0E-6
1.456E-6,100.0E-3,799.2E-3,0.000,440.4E-3,1.220,1.220,1.220,91.15E-3,91.15E-3,91.15E-3,1.250,-141.1E-6,-159.8E-6,-195.1E-6,-35.51E-6,-229.0E-6
1.457E-6,100.0E-3,799.2E-3,0.000,433.4E-3,1.223,1.223,1.223,80.30E-3,80.30E-3,80.30E-3,1.250,-129.4E-6,-148.2E-6,-183.6E-6,-23.19E-6,-217.2E-6
1.457E-6,100.0E-3,799.2E-3,0.000,426.6E-3,1.226,1.226,1.226,70.94E-3,70.94E-3,70.94E-3,1.250,-118.3E-6,-137.1E-6,-172.6E-6,-11.73E-6,-206.0E-6
1.458E-6,100.0E-3,799.3E-3,0.000,417.6E-3,1.230,1.230,1.230,60.20E-3,60.20E-3,60.20E-3,1.250,-103.7E-6,-122.6E-6,-158.2E-6,2.759E-6,-191.4E-6
1.459E-6,100.0E-3,799.3E-3,0.000,408.0E-3,1.233,1.233,1.233,50.53E-3,50.53E-3,50.53E-3,1.250,-88.43E-6,-107.3E-6,-142.9E-6,17.56E-6,-176.1E-6
1.461E-6,100.0E-3,799.3E-3,0.000,394.8E-3,1.237,1.237,1.237,39.55E-3,39.55E-3,39.55E-3,1.250,-67.49E-6,-86.40E-6,-122.0E-6,37.35E-6,-155.2E-6
1.462E-6,100.0E-3,799.3E-3,0.000,377.4E-3,1.241,1.241,1.241,28.49E-3,28.49E-3,28.49E-3,1.250,-40.37E-6,-59.25E-6,-94.81E-6,62.46E-6,-128.1E-6
1.464E-6,100.0E-3,799.4E-3,0.000,363.1E-3,1.243,1.243,1.243,21.64E-3,21.64E-3,21.64E-3,1.250,-18.40E-6,-37.24E-6,-72.70E-6,82.57E-6,-106.2E-6
1.465E-6,100.0E-3,799.4E-3,0.000,347.5E-3,1.245,1.245,1.245,16.01E-3,16.01E-3,16.01E-3,1.250,4.652E-6,-14.11E-6,-49.44E-6,103.6E-6,-83.18E-6
1.466E-6,100.0E-3,799.4E-3,0.000,341.4E-3,1.245,1.245,1.245,14.25E-3,14.25E-3,14.25E-3,1.250,13.43E-6,-5.304E-6,-40.57E-6,111.6E-6,-74.44E-6
1.467E-6,100.0E-3,799.4E-3,0.000,334.8E-3,1.246,1.246,1.246,12.58E-3,12.58E-3,12.58E-3,1.250,22.65E-6,3.955E-6,-31.24E-6,120.0E-6,-65.25E-6
1.467E-6,100.0E-3,799.4E-3,0.000,333.4E-3,1.246,1.246,1.246,12.25E-3,12.25E-3,12.25E-3,1.250,24.56E-6,5.872E-6,-29.31E-6,121.7E-6,-63.35E-6
1.467E-6,100.0E-3,799.4E-3,0.000,331.8E-3,1.246,1.246,1.246,11.88E-3,11.88E-3,11.88E-3,1.250,26.80E-6,8.118E-6,-27.04E-6,123.8E-6,-61.12E-6
1.467E-6,100.0E-3,799.4E-3,0.000,330.2E-3,1.246,1.246,1.246,11.52E-3,11.52E-3,11.52E-3,1.250,29.03E-6,10.36E-6,-24.78E-6,125.8E-6,-58.90E-6
1.467E-6,100.0E-3,799.4E-3,0.000,328.6E-3,1.246,1.246,1.246,11.18E-3,11.18E-3,11.18E-3,1.250,31.18E-6,12.52E-6,-22.60E-6,127.8E-6,-56.76E-6
1.467E-6,100.0E-3,799.4E-3,0.000,325.4E-3,1.246,1.246,1.246,10.53E-3,10.53E-3,10.53E-3,1.250,35.44E-6,16.79E-6,-18.29E-6,131.7E-6,-52.52E-6
1.468E-6,100.0E-3,799.4E-3,0.000,322.7E-3,1.246,1.246,1.246,9.993E-3,9.993E-3,9.993E-3,1.250,39.06E-6,20.43E-6,-14.61E-6,135.0E-6,-48.91E-6
1.468E-6,100.0E-3,799.4E-3,0.000,320.6E-3,1.247,1.247,1.247,9.601E-3,9.601E-3,9.601E-3,1.250,41.79E-6,23.18E-6,-11.84E-6,137.5E-6,-46.19E-6
1.468E-6,100.0E-3,799.4E-3,0.000,318.7E-3,1.247,1.247,1.247,9.274E-3,9.274E-3,9.274E-3,1.250,44.13E-6,25.53E-6,-9.467E-6,139.6E-6,-43.86E-6
1.468E-6,100.0E-3,799.4E-3,0.000,317.4E-3,1.247,1.247,1.247,9.039E-3,9.039E-3,9.039E-3,1.250,45.85E-6,27.25E-6,-7.729E-6,141.2E-6,-42.16E-6
1.468E-6,100.0E-3,799.4E-3,0.000,316.4E-3,1.247,1.247,1.247,8.863E-3,8.863E-3,8.863E-3,1.250,47.15E-6,28.56E-6,-6.408E-6,142.4E-6,-40.87E-6
1.468E-6,100.0E-3,799.4E-3,0.000,315.4E-3,1.247,1.247,1.247,8.695E-3,8.695E-3,8.695E-3,1.250,48.41E-6,29.83E-6,-5.131E-6,143.5E-6,-39.61E-6
1.469E-6,100.0E-3,799.4E-3,0.000,314.0E-3,1.247,1.247,1.247,8.467E-3,8.467E-3,8.467E-3,1.250,50.14E-6,31.57E-6,-3.372E-6,145.1E-6,-37.89E-6
1.469E-6,100.0E-3,799.4E-3,0.000,312.3E-3,1.247,1.247,1.247,8.196E-3,8.196E-3,8.196E-3,1.250,52.23E-6,33.67E-6,-1.243E-6,147.1E-6,-35.81E-6
1.469E-6,100.0E-3,799.4E-3,0.000,311.0E-3,1.247,1.247,1.247,7.995E-3,7.995E-3,7.995E-3,1.250,53.81E-6,35.26E-6,359.8E-9,148.5E-6,-34.24E-6
1.469E-6,100.0E-3,799.5E-3,0.000,309.7E-3,1.247,1.247,1.247,7.805E-3,7.805E-3,7.805E-3,1.250,55.33E-6,36.78E-6,1.900E-6,149.9E-6,-32.73E-6
1.469E-6,100.0E-3,799.5E-3,0.000,308.2E-3,1.247,1.247,1.247,7.587E-3,7.587E-3,7.587E-3,1.250,57.10E-6,38.56E-6,3.699E-6,151.5E-6,-30.97E-6
1.469E-6,100.0E-3,799.5E-3,0.000,306.5E-3,1.247,1.247,1.247,7.335E-3,7.335E-3,7.335E-3,1.250,59.17E-6,40.65E-6,5.812E-6,153.4E-6,-28.90E-6
1.470E-6,100.0E-3,799.5E-3,0.000,304.4E-3,1.247,1.247,1.247,7.050E-3,7.050E-3,7.050E-3,1.250,61.57E-6,43.06E-6,8.246E-6,155.6E-6,-26.52E-6
1.470E-6,100.0E-3,799.5E-3,0.000,302.0E-3,1.247,1.247,1.247,6.729E-3,6.729E-3,6.729E-3,1.250,64.34E-6,45.84E-6,11.06E-6,158.2E-6,-23.77E-6
1.470E-6,100.0E-3,799.5E-3,0.000,299.1E-3,1.248,1.248,1.248,6.363E-3,6.363E-3,6.363E-3,1.250,67.57E-6,49.10E-6,14.36E-6,161.1E-6,-20.56E-6
1.470E-6,100.0E-3,799.5E-3,0.000,295.6E-3,1.248,1.248,1.248,5.948E-3,5.948E-3,5.948E-3,1.250,71.35E-6,52.91E-6,18.21E-6,164.6E-6,-16.80E-6
1.471E-6,100.0E-3,799.5E-3,0.000,291.4E-3,1.248,1.248,1.248,5.480E-3,5.480E-3,5.480E-3,1.250,75.77E-6,57.35E-6,22.72E-6,168.7E-6,-12.41E-6
1.471E-6,100.0E-3,799.5E-3,0.000,286.3E-3,1.248,1.248,1.248,4.956E-3,4.956E-3,4.956E-3,1.250,80.91E-6,62.52E-6,27.96E-6,173.4E-6,-7.310E-6
1.472E-6,100.0E-3,799.5E-3,0.000,280.0E-3,1.248,1.248,1.248,4.378E-3,4.378E-3,4.378E-3,1.250,86.81E-6,68.47E-6,34.00E-6,178.9E-6,-1.451E-6
1.473E-6,100.0E-3,799.5E-3,0.000,272.1E-3,1.248,1.248,1.248,3.751E-3,3.751E-3,3.751E-3,1.250,93.49E-6,75.21E-6,40.85E-6,185.0E-6,5.171E-6
1.474E-6,100.0E-3,799.5E-3,0.000,262.3E-3,1.248,1.248,1.248,3.083E-3,3.083E-3,3.083E-3,1.250,100.8E-6,82.62E-6,48.40E-6,191.7E-6,12.44E-6
1.475E-6,100.0E-3,799.5E-3,0.000,249.8E-3,1.249,1.249,1.249,2.391E-3,2.391E-3,2.391E-3,1.250,108.4E-6,90.32E-6,56.30E-6,198.7E-6,19.95E-6
1.477E-6,100.0E-3,799.5E-3,0.000,233.3E-3,1.249,1.249,1.249,1.701E-3,1.701E-3,1.701E-3,1.250,115.3E-6,97.31E-6,63.54E-6,204.8E-6,26.69E-6
1.479E-6,100.0E-3,799.5E-3,0.000,211.1E-3,1.249,1.249,1.249,1.058E-3,1.058E-3,1.058E-3,1.250,118.9E-6,101.1E-6,67.68E-6,207.6E-6,30.13E-6
1.482E-6,100.0E-3,799.5E-3,0.000,181.3E-3,1.249,1.249,1.249,534.4E-6,534.4E-6,534.4E-6,1.250,114.1E-6,96.47E-6,63.53E-6,201.8E-6,25.03E-6
1.486E-6,100.0E-3,799.5E-3,0.000,144.6E-3,1.249,1.249,1.249,208.4E-6,208.4E-6,208.4E-6,1.250,94.82E-6,77.53E-6,45.18E-6,181.7E-6,5.499E-6
1.490E-6,100.0E-3,799.4E-3,0.000,103.9E-3,1.249,1.249,1.249,61.28E-6,61.28E-6,61.28E-6,1.250,60.96E-6,44.01E-6,12.32E-6,147.0E-6,-28.69E-6
1.494E-6,100.0E-3,799.4E-3,0.000,59.74E-3,1.249,1.249,1.249,13.50E-6,13.50E-6,13.50E-6,1.250,16.80E-6,218.9E-9,-30.74E-6,102.0E-6,-73.21E-6
1.497E-6,100.0E-3,799.3E-3,0.000,29.87E-3,1.249,1.249,1.249,10.55E-6,10.55E-6,10.55E-6,1.250,-13.89E-6,-30.23E-6,-60.70E-6,70.79E-6,-104.1E-6
1.500E-6,100.0E-3,799.3E-3,0.000,0.000,1.249,1.249,1.249,13.28E-6,13.28E-6,13.28E-6,1.250,-42.20E-6,-58.29E-6,-88.26E-6,42.02E-6,-132.7E-6
1.501E-6,100.0E-3,799.3E-3,5.444E-3,0.000,1.250,1.250,1.250,571.8E-6,571.8E-6,571.8E-6,1.250,-43.02E-6,-58.98E-6,-88.69E-6,41.57E-6,-133.7E-6
1.501E-6,100.0E-3,799.3E-3,11.71E-3,0.000,1.250,1.250,1.250,641.5E-6,641.5E-6,641.5E-6,1.251,-43.98E-6,-59.79E-6,-89.19E-6,41.06E-6,-134.8E-6
1.502E-6,100.0E-3,799.3E-3,19.87E-3,0.000,1.250,1.250,1.250,510.2E-6,510.2E-6,510.2E-6,1.251,-44.66E-6,-60.26E-6,-89.24E-6,41.02E-6,-135.7E-6
1.503E-6,100.0E-3,799.3E-3,32.09E-3,0.000,1.250,1.250,1.250,400.5E-6,400.5E-6,400.5E-6,1.251,-43.78E-6,-59.01E-6,-87.26E-6,43.00E-6,-135.1E-6
1.505E-6,100.0E-3,799.3E-3,52.02E-3,0.000,1.250,1.250,1.250,258.2E-6,258.2E-6,258.2E-6,1.252,-35.61E-6,-50.07E-6,-76.76E-6,53.49E-6,-127.7E-6
1.509E-6,100.0E-3,799.3E-3,86.54E-3,0.000,1.250,1.250,1.250,108.1E-6,108.1E-6,108.1E-6,1.252,11.53E-6,-551.3E-9,-22.50E-6,107.7E-6,-82.98E-6
1.513E-6,100.0E-3,799.4E-3,126.2E-3,0.000,1.250,1.250,1.250,29.48E-6,29.49E-6,29.51E-6,1.253,169.7E-6,164.1E-6,155.0E-6,285.1E-6,68.75E-6
1.516E-6,100.0E-3,799.5E-3,158.4E-3,0.000,1.250,1.250,1.250,6.782E-6,6.798E-6,6.830E-6,1.253,467.0E-6,472.9E-6,487.0E-6,616.9E-6,354.4E-6
1.518E-6,100.0E-3,799.7E-3,182.5E-3,0.000,1.250,1.250,1.250,1.843E-6,1.871E-6,1.926E-6,1.253,873.4E-6,895.1E-6,940.6E-6,1.070E-3,745.1E-6
1.520E-6,100.0E-3,799.9E-3,200.6E-3,0.000,1.250,1.250,1.250,1.227E-6,1.268E-6,1.350E-6,1.253,1.353E-3,1.393E-3,1.475E-3,1.604E-3,1.206E-3
1.521E-6,100.0E-3,800.1E-3,211.8E-3,0.000,1.250,1.250,1.250,1.501E-6,1.554E-6,1.658E-6,1.253,1.751E-3,1.807E-3,1.920E-3,2.049E-3,1.589E-3
1.522E-6,100.0E-3,800.4E-3,222.2E-3,0.000,1.250,1.250,1.250,1.943E-6,2.009E-6,2.139E-6,1.253,2.212E-3,2.285E-3,2.434E-3,2.563E-3,2.032E-3
1.523E-6,100.0E-3,800.6E-3,231.3E-3,0.000,1.250,1.250,1.250,2.413E-6,2.492E-6,2.651E-6,1.253,2.705E-3,2.798E-3,2.985E-3,3.113E-3,2.506E-3
1.525E-6,100.0E-3,801.2E-3,249.4E-3,0.000,1.250,1.250,1.250,3.536E-6,3.653E-6,3.884E-6,1.253,4.021E-3,4.165E-3,4.453E-3,4.580E-3,3.770E-3
1.526E-6,100.0E-3,801.6E-3,257.0E-3,0.000,1.250,1.250,1.250,4.086E-6,4.222E-6,4.491E-6,1.253,4.717E-3,4.889E-3,5.230E-3,5.357E-3,4.438E-3
1.527E-6,100.0E-3,802.4E-3,272.2E-3,0.000,1.250,1.250,1.250,5.357E-6,5.541E-6,5.901E-6,1.253,6.435E-3,6.674E-3,7.149E-3,7.275E-3,6.087E-3
1.528E-6,100.0E-3,802.8E-3,279.4E-3,0.000,1.250,1.250,1.250,6.048E-6,6.258E-6,6.669E-6,1.253,7.417E-3,7.695E-3,8.246E-3,8.372E-3,7.029E-3
1.529E-6,100.0E-3,803.9E-3,293.8E-3,0.000,1.250,1.250,1.250,7.608E-6,7.879E-6,8.409E-6,1.253,9.751E-3,10.12E-3,10.86E-3,10.98E-3,9.267E-3
1.530E-6,100.0E-3,804.5E-3,301.3E-3,0.000,1.250,1.250,1.250,8.523E-6,8.832E-6,9.433E-6,1.253,11.19E-3,11.62E-3,12.47E-3,12.59E-3,10.64E-3
1.532E-6,100.0E-3,805.9E-3,316.5E-3,0.000,1.250,1.250,1.250,10.53E-6,10.92E-6,11.68E-6,1.254,14.53E-3,15.10E-3,16.21E-3,16.34E-3,13.85E-3
1.533E-6,100.0E-3,806.9E-3,325.9E-3,0.000,1.250,1.250,1.250,11.87E-6,12.32E-6,13.18E-6,1.254,16.92E-3,17.59E-3,18.89E-3,19.01E-3,16.13E-3
1.534E-6,100.0E-3,808.9E-3,344.6E-3,0.000,1.250,1.250,1.250,14.66E-6,15.24E-6,16.33E-6,1.254,22.40E-3,23.31E-3,25.06E-3,25.17E-3,21.36E-3
1.536E-6,100.0E-3,810.8E-3,360.7E-3,0.000,1.250,1.250,1.250,17.07E-6,17.77E-6,19.06E-6,1.254,27.82E-3,28.97E-3,31.17E-3,31.28E-3,26.51E-3
1.538E-6,100.0E-3,812.3E-3,375.2E-3,0.000,1.250,1.250,1.250,19.11E-6,19.92E-6,21.38E-6,1.254,33.15E-3,34.56E-3,37.20E-3,37.31E-3,31.57E-3
1.539E-6,100.0E-3,813.4E-3,386.2E-3,0.000,1.250,1.250,1.250,20.52E-6,21.41E-6,23.00E-6,1.254,37.43E-3,39.05E-3,42.06E-3,42.16E-3,35.62E-3
